id,name,description
12339710,3.5.0,
12339138,activitiesmanager,
12339137,am,
12331410,amrmproxy,
12319416,api,
12319414,applications,
12339141,applications-catalog,
12319650,applications/distributed-shell,
12327002,applications/unmanaged-AM-launcher,
12331008,ATSv2,
12336111,auxservices,
12336157,buid,
12325107,build,
12327621,capacity scheduler,
12319324,capacityscheduler,
12319413,client,
12339151,container,
12339146,container-executor,
12330820,container-queuing,
12330821,distributed-scheduling,
12333702,distributed-shell,
12332941,docs,
12320410,documentation,All documentation only issues
12330844,elinereader,
12322906,fairscheduler,Fair Scheduler
12331064,federation,
12339165,fs-cs,
12339167,gpg,
12339122,gpu,
12328324,graceful,"graceful node decommission, upgrade, resource update, container resize, etc."
12338606,LCE,
12322905,log-aggregation,Log aggregation feature
12331034,metrics,
12337318,multi-node-placement,
12338178,newbie,
12336701,nodeattibute,
12339154,nodelabel,
12319323,nodemanager,
12332538,reservation system,
12319322,resourcemanager,
12331033,restapi,
12332529,RM,
12326916,rolling upgrade,RM/NM restart work preserving
12332916,router,
12319325,scheduler,
12331035,scheduler preemption,
12324210,scheduler-load-simulator,
12323603,scripts,
12324521,security,
12339149,service-scheduler,
12319415,site,
12334523,submarine,
12329912,t,
12324324,test,
12330963,timelineclient,
12330845,timelinereader,
12322904,timelineserver,YARN Timeline Server
12333739,timelineservice,
12339130,ui,
12327003,umentation,
12339144,utils,
12322519,webapp,Web app related issues
12339162,webproxy,
12339139,webservice,
12325004,yarn,
12339018,yarn-client,
12339145,yarn-common,
12339126,yarn-csi,
12331058,yarn-native-services,
12339152,yarn-service,
12330905,yarn-ui-v2,
